name,FC,log2FC,pval,p_adjust
yphG,0.821570665,-0.283543425,0.616939624,0.773320489
asp3,0.936989019,-0.093895954,0.617732887,0.773923637
thiM,1.689263815,0.756394654,0.618251008,0.77418969
ycgB,0.824824566,-0.277840794,0.618238827,0.77418969
sarA,0.781250434,-0.356143009,0.618840495,0.774544801
tctD,1.037716226,0.053411977,0.618826768,0.774544801
corA,-0.688125905,NA,0.619090746,0.774666553
atfA1,0.780707426,-0.357146103,0.619553932,0.775054623
glnE,0.865159854,-0.208961373,0.620121839,0.775573474
pyrF,1.566279841,0.647341996,0.620741417,0.776156676
ampS,0.909912964,-0.13619954,0.621166118,0.776304349
ntrX,1.08514243,0.117884416,0.621138989,0.776304349
tlrC,0.77378537,-0.369994643,0.621491586,0.776519465
ctaE,0.614389609,-0.702774279,0.621902937,0.776597777
rbfA,1.12666491,0.172058496,0.622197577,0.776597777
ssdA,0.877467896,-0.188581752,0.622321046,0.776597777
tipA,0.957469852,-0.062701033,0.622244161,0.776597777
udgA,0.924275657,-0.113604908,0.621827017,0.776597777
vicK,-1.527226657,NA,0.623006598,0.777261742
hisE,0.847990536,-0.237879931,0.623322883,0.777273351
rbsA,1.228054784,0.296374921,0.623200091,0.777273351
lytB,1.708481729,0.772714819,0.623496645,0.777298624
viuB,0.748731755,-0.417479153,0.624331674,0.778148067
czcA4,1.763913808,0.818780066,0.624858575,0.778503576
znuC,-0.603462405,NA,0.624924375,0.778503576
SAS3,0.949695729,-0.07446273,0.62651236,0.779906242
cbiE,0.955274072,-0.066013388,0.626506529,0.779906242
pbp5,1.161076359,0.215462855,0.62636494,0.779906242
GPI13,1.10664989,0.14619887,0.626737873,0.779995229
flgD,0.964722435,-0.051814178,0.627241368,0.780273877
purA,0.714784342,-0.484420064,0.627269935,0.780273877
irp5,1.044858614,0.063307736,0.627925076,0.780705275
menC,0.790265458,-0.339590745,0.627852037,0.780705275
ebgA,1.073075799,0.101751987,0.628295077,0.780973557
xynB,0.874003061,-0.194289762,0.628781932,0.781386921
rplR,0.938449027,-0.09164971,0.62943809,0.782010424
braZ,0.807915385,-0.307723891,0.62984611,0.782133571
nfuA,0.53449823,-0.903742923,0.62982661,0.782133571
pdhA,1.078343736,0.108817129,0.630263881,0.782460479
ku,0.958594259,-0.061007795,0.630648904,0.782546908
pdxT,0.95058525,-0.073112079,0.630821362,0.782546908
quiA,0.714806798,-0.484374741,0.630598317,0.782546908
tenA,0.969726798,-0.044349742,0.630951624,0.782546908
yedI,0.866344091,-0.206987952,0.631141947,0.782591288
yaaN,1.036065642,0.05111541,0.631447836,0.782778909
fabG2,1.070404161,0.09815563,0.632138708,0.783315919
rexB,0.714706896,-0.484576386,0.632190395,0.783315919
ybgI,0.594381367,-0.750539205,0.633031887,0.784166701
rlmH,-2.390290312,NA,0.633257743,0.784254636
mntR,0.947721674,-0.077464663,0.63362917,0.784522767
norB,0.84418153,-0.244374831,0.635357617,0.786470539
Z012_02990,1.035044355,0.049692593,0.635630114,0.786615566
lplC,1.038760715,0.054863359,0.635958451,0.78682961
XK27_07830,0.978595485,-0.031215469,0.636771823,0.787433327
bfmBAB,1.051165807,0.071990253,0.636912897,0.787433327
pct,0.949870953,-0.074196569,0.636718524,0.787433327
ccoG,0.787119586,-0.345345256,0.638603816,0.788076296
ftsA,-2.782350802,NA,0.638364654,0.788076296
kdgD,0.97183595,-0.041215294,0.638371198,0.788076296
kefC,0.662953938,-0.593019458,0.638534997,0.788076296
lolE,0.731649153,-0.450776095,0.638083356,0.788076296
scrR,1.04292452,0.060634748,0.638677946,0.788076296
sigC,0.96026269,-0.05849897,0.638357499,0.788076296
yueF,1.076996098,0.107013023,0.637776553,0.788076296
ftsE,1.147184988,0.19809805,0.639653829,0.788866159
ntpE,0.971900672,-0.041119216,0.63976534,0.788866159
yfhM,1.129345324,0.175486692,0.63978541,0.788866159
cfp6,0.971151071,-0.042232358,0.640852992,0.789797895
rpsS,0.815019794,-0.295092997,0.640808783,0.789797895
ybjD,0.81035545,-0.303373232,0.641288802,0.7901427
fusA,0.818640515,-0.288698027,0.641489553,0.790197785
rgpAc,-7.220383113,NA,0.642047865,0.790693187
nadD,1.287337489,0.364390321,0.642647593,0.790854777
pdxB,0.924636923,-0.11304112,0.642539909,0.790854777
proW,1.098562928,0.135617512,0.642512983,0.790854777
ecfA,0.969121513,-0.045250526,0.642951176,0.791036141
pepF,0.630767128,-0.664820617,0.643630579,0.791679682
glpQ,1.304884284,0.383921876,0.644009873,0.79195386
kefB,0.608490342,-0.71669373,0.644920811,0.792881522
ghrA,1.205713212,0.269886793,0.645649987,0.793215021
isdA,1.034787331,0.049334296,0.64566199,0.793215021
rpmF,0.659499986,-0.600555465,0.64552518,0.793215021
Z012_02960,0.840778723,-0.250201934,0.645983993,0.793225737
cpbA,1.048818821,0.068765479,0.645946123,0.793225737
CWH43,0.931186923,-0.102857297,0.64685081,0.79338731
Z012_08405,0.770788813,-0.375592462,0.64700467,0.79338731
hemF,0.765813643,-0.384934733,0.646871149,0.79338731
lytR2,0.602866968,-0.730088411,0.646955509,0.79338731
maiA,0.763694111,-0.388933197,0.647212278,0.79338731
nagH,0.747630267,-0.419603119,0.647134601,0.79338731
sraP,1.619236292,0.695313531,0.647149383,0.79338731
sdcS,0.928091189,-0.107661531,0.647387618,0.793410189
ycaQ,0.898460656,-0.154472766,0.647553862,0.793421911
ftsX,0.787639305,-0.344392988,0.6480362,0.793820831
rplS,0.484562417,-1.045245582,0.648263816,0.793907609
ERO1,1.033178909,0.047090098,0.649308578,0.794903077
chiA1,0.749492036,-0.416014946,0.649547577,0.794903077
spsB,1.049928635,0.07029127,0.649512621,0.794903077
glnS,0.771497669,-0.374266297,0.64993529,0.794952265
rho,1.254698415,0.327340633,0.650058715,0.794952265
trmK,1.026001989,0.037033528,0.649796226,0.794952265
fpr,0.142352567,-2.812459587,0.650587185,0.795406447
menB,1.669615194,0.739515635,0.650919675,0.795620863
livK,0.954052137,-0.067859985,0.651532857,0.795986101
tnp3503b,0.975828933,-0.035299836,0.651430087,0.795986101
cysM,0.754728315,-0.405970694,0.651889782,0.796038065
ppiB,1.127270779,0.172834104,0.651844771,0.796038065
chiA,0.916318677,-0.12607867,0.652312379,0.796362075
deoC,3.213812444,1.684285737,0.65279483,0.796466938
slyD,0.071598542,-3.803925978,0.652629434,0.796466938
tsaC,1.229569715,0.298153536,0.652870114,0.796466938
chuW,0.973029567,-0.03944445,0.653525227,0.797074121
bvgS,0.833331837,-0.263036996,0.653690818,0.797084108
nodB3,0.847233313,-0.239168779,0.653899799,0.797146987
dctM,0.937896742,-0.092498997,0.654316088,0.797339136
guaB,1.252895061,0.325265584,0.654372324,0.797339136
cusA,1.260970744,0.334534803,0.654956355,0.797858788
aroC,1.457875716,0.543867735,0.655409377,0.798051481
betA,0.83808858,-0.25482536,0.655458808,0.798051481
rhmA,0.836831362,-0.256991175,0.655587315,0.798051481
lplJ,0.927960757,-0.107864299,0.655830722,0.798155918
prc,0.831576561,-0.266079,0.656177029,0.798385505
cymR,0.946670533,-0.079065678,0.658171822,0.799502695
fecB,0.714665192,-0.484660573,0.657749511,0.799502695
groL2,0.90246928,-0.148050271,0.657661549,0.799502695
menE,1.774320342,0.827266503,0.658200382,0.799502695
rnfC,0.79762749,-0.326212963,0.657583912,0.799502695
yabA,0.9728984,-0.039638943,0.658147826,0.799502695
ytmP,0.818374981,-0.289166055,0.65730184,0.799502695
XK27_02070,0.951785347,-0.07129185,0.658954088,0.799531135
coaD,0.736582508,-0.441080958,0.659109129,0.799531135
cycL,1.042594002,0.060177465,0.659328993,0.799531135
guaC,1.429241586,0.515249797,0.658742948,0.799531135
hemX,1.058104866,0.081482616,0.65921165,0.799531135
yeeZ,1.107685716,0.147548604,0.658745657,0.799531135
yhhZ,0.957740083,-0.062293912,0.658690128,0.799531135
opuCC,0.962535257,-0.055088709,0.659640857,0.799717812
wzzE,0.863303476,-0.212060298,0.659895919,0.799835551
dacB,17.20500096,4.104756067,0.660057764,0.799840277
aat,1.06681999,0.093316763,0.660427181,0.80009647
dps,0.885372042,-0.175644278,0.660812582,0.800371901
zntR,0.844490589,-0.243846749,0.661637185,0.80117903
ilvB_2,0.966281105,-0.049485144,0.662199604,0.801668371
ubiA,1.386436572,0.471381616,0.662774515,0.802172596
hemG,0.643578676,-0.635811569,0.663393289,0.802729657
Z012_01285,10.16405911,3.345404766,0.664162302,0.80334878
rluA,0.751879882,-0.411425896,0.664222224,0.80334878
mexB,1.073688461,0.102575445,0.664792795,0.803846875
Z012_09850,0.973902995,-0.038150014,0.665930584,0.804838301
rsmH,1.623556957,0.699157997,0.665801717,0.804838301
cps3J,1.033010739,0.046855253,0.666300152,0.80509281
lipM,0.821522447,-0.2836281,0.666641922,0.805241625
piv,0.904355227,-0.145038527,0.66690035,0.805241625
yhdP,0.819007135,-0.288052074,0.66679855,0.805241625
dkgA,1.098721246,0.135825411,0.668193881,0.806478029
yfiF,0.92430896,-0.113552926,0.668242854,0.806478029
VY92_03780,1.031060729,0.044129309,0.668536627,0.806555196
ybaP,0.783049847,-0.352823946,0.668625338,0.806555196
fmt,0.091569779,-3.448984645,0.669624706,0.807568353
spsC,1.315609921,0.395731792,0.670667358,0.808633215
MA20_10900,0.949001825,-0.075517234,0.671288036,0.808839577
ctaA,0.731371115,-0.451324445,0.671336688,0.808839577
dltA,1.079713512,0.110648563,0.671477406,0.808839577
ybjE,0.787487399,-0.344671257,0.671282251,0.808839577
pabA,1.027977091,0.039808113,0.67219964,0.809516998
slyA,0.956414169,-0.064292592,0.672436775,0.80961004
paaN,0.765942396,-0.384692198,0.672791905,0.80984507
dsbD,0.511940643,-0.965951547,0.673185185,0.809933423
mtrB,0.956306242,-0.064455402,0.67310249,0.809933423
Z012_06970,-0.45904983,NA,0.677121877,0.811970344
citS,0.974829698,-0.036777892,0.677438262,0.811970344
dan,0.777864584,-0.362409073,0.677443662,0.811970344
gsiD,0.972960371,-0.03954705,0.675617163,0.811970344
gyrB,0.915517416,-0.127340765,0.675888719,0.811970344
hslU,1.257264988,0.330288752,0.677089063,0.811970344
ibeB,1.119766447,0.163197857,0.676430557,0.811970344
kguT,1.092750955,0.127964638,0.677372096,0.811970344
mobA,0.726722374,-0.46052377,0.677202305,0.811970344
opt,0.974514481,-0.037244472,0.676074703,0.811970344
phrB,1.040741762,0.057612139,0.676967813,0.811970344
ppk,3.716052527,1.893770894,0.676791106,0.811970344
speG,0.898737593,-0.154028146,0.676807871,0.811970344
ssrA,0.957000224,-0.063408833,0.675046868,0.811970344
surE,0.721605901,-0.470716958,0.676264275,0.811970344
yrzB,0.833654334,-0.262478785,0.676710456,0.811970344
ccmB,0.152412745,-2.713944547,0.678364622,0.812406758
dus,0.54151995,-0.884913607,0.678449482,0.812406758
pnbA,0.821508367,-0.283652825,0.678226424,0.812406758
ychM,0.594985177,-0.749074367,0.678360931,0.812406758
gltI,0.815184659,-0.294801193,0.678926431,0.812785685
lysM,-4.885877612,NA,0.679257492,0.812989823
umuC,1.045256489,0.063857,0.679975418,0.813464568
ycfD,1.135196396,0.182941914,0.679846899,0.813464568
fucI,1.423165573,0.509103517,0.680864215,0.814143184
metQ-2,0.966048498,-0.049832477,0.680759062,0.814143184
yitU,1.044392183,0.062663565,0.682407778,0.815796267
ung2,0.975247536,-0.036159647,0.682614391,0.815850667
VY92_04740,0.11193036,-3.159326689,0.682996597,0.816114858
kpsF,1.188319514,0.248922799,0.683748911,0.816691692
phoP,0.855978054,-0.224354286,0.68380189,0.816691692
pdxJ,0.858946623,-0.219359614,0.684001416,0.816737367
higA,0.897281986,-0.156366646,0.684269289,0.81686461
pglE,1.024152869,0.034431074,0.684907905,0.817434276
cobB,0.300511061,-1.734510001,0.685406886,0.817511204
narZ,0.712325568,-0.489391319,0.685339676,0.817511204
pheS,3.763617365,1.912119961,0.685456669,0.817511204
bdlA,0.852739974,-0.229822207,0.686437883,0.817910927
fadA,-5.491035983,NA,0.686334175,0.817910927
lpxA,0.947088126,-0.078429421,0.686360905,0.817910927
uvrD2,0.737843137,-0.438613958,0.68628829,0.817910927
proX,0.965563968,-0.050556255,0.686898136,0.818070547
rsmG,0.19306199,-2.372863937,0.686977854,0.818070547
ypsC,1.114787937,0.156769296,0.687056484,0.818070547
int2,0.974043095,-0.037942492,0.687579258,0.818308193
ywjA,0.957544201,-0.06258901,0.687446286,0.818308193
ilvI,0.5077992,-0.977669972,0.687862998,0.81845353
yhbU_1,0.912952884,-0.131387688,0.688209941,0.818673982
dxs,0.874605038,-0.193296436,0.688659966,0.819016926
merA,0.640350597,-0.643066087,0.688865705,0.819069249
narK,1.038237218,0.054136111,0.689448514,0.819569783
ydiJ,0.806261646,-0.310680001,0.690875027,0.821072785
arcB-1,0.975392365,-0.035945415,0.691231006,0.8213031
MIP1,0.965586279,-0.050522919,0.691759113,0.821410792
pmmB,0.94538903,-0.08101997,0.691585133,0.821410792
ywbI,0.776366389,-0.365190434,0.69180826,0.821410792
cysN,1.200132601,0.263193816,0.691997625,0.821443031
jqsA,0.949748602,-0.074382411,0.693234674,0.822525864
ypcG,1.048923728,0.068909777,0.693222744,0.822525864
cirA,0.97647901,-0.034339061,0.69376096,0.822572114
clsB,0.927870816,-0.108004137,0.693733945,0.822572114
eno,0.936164461,-0.095166097,0.693714023,0.822572114
nrdB,0.893007368,-0.163256017,0.694639792,0.82282366
pfkA,1.337069842,0.419074826,0.694473919,0.82282366
pflA,1.17272331,0.229862667,0.694292339,0.82282366
topB,1.125129103,0.170090553,0.694785539,0.82282366
urtD,0.937129337,-0.09367992,0.694419225,0.82282366
cbiA,0.779765454,-0.358887855,0.695879989,0.823927114
prkC2,0.960369143,-0.058339045,0.696389638,0.824337804
SSZ1,1.149153427,0.200571429,0.697603372,0.825195859
comC,0.966564676,-0.049061824,0.697379244,0.825195859
rsmC,1.249532931,0.321388924,0.697506543,0.825195859
Z012_07575,0.810436478,-0.303228982,0.698496691,0.82595481
pbp2B,0.858972533,-0.219316096,0.698734282,0.82595481
yrdA,0.747257486,-0.420322651,0.698613708,0.82595481
ydeD,1.063283375,0.08852614,0.69922001,0.826336087
bioC,0.88522845,-0.175878277,0.6996781,0.826611602
yvhJ,0.975291498,-0.036094615,0.699779609,0.826611602
ygeA,0.902408792,-0.148146971,0.700198002,0.826912939
glpA,0.593097221,-0.753659483,0.700431002,0.826995242
galF,0.801760241,-0.318757219,0.702081655,0.828750933
udk2,1.026707625,0.038025405,0.702728318,0.829320951
idsA,1.110116887,0.150711589,0.703614197,0.829399975
mglA_3,0.974973837,-0.036564589,0.703219868,0.829399975
oprM,0.752989701,-0.409297963,0.703484249,0.829399975
pepO,0.879410175,-0.185391871,0.703431659,0.829399975
pgm3,6.256671084,2.645395263,0.703285857,0.829399975
ecpC,0.859626778,-0.21821767,0.704364599,0.829989419
gdh,0.873903105,-0.194454767,0.704636107,0.829989419
psmE,0.943137732,-0.084459623,0.704769846,0.829989419
sdhC,0.947600249,-0.077649517,0.704634208,0.829989419
msrA,0.889452792,-0.169010059,0.705137036,0.830037161
ydiU,0.855239668,-0.225599325,0.705138204,0.830037161
LTV1,0.967953842,-0.046989842,0.70583103,0.830659618
acyP,1.027288077,0.038840806,0.706449891,0.83106087
mdtG,0.910957669,-0.134544079,0.706562851,0.83106087
rfaF,6.383838365,2.674424124,0.706664318,0.83106087
gtf2,1.375044476,0.459478283,0.70712391,0.831215293
xly,1.061822651,0.086542822,0.707037706,0.831215293
dnaQ2,0.844358616,-0.244072224,0.708274084,0.832068605
guaA_2,0.97709792,-0.033424946,0.708308038,0.832068605
icd_2,0.824516396,-0.278379913,0.70854767,0.832068605
sdiA,0.784848108,-0.349514619,0.708467653,0.832068605
ypuA,0.884082828,-0.177746556,0.708671385,0.832068605
oppF,0.824490592,-0.278425064,0.709454206,0.832794646
rsmB,1.251347492,0.323482473,0.709774565,0.832977612
rpmH,3.928812265,1.974093232,0.710527567,0.833519923
tdhA,0.32311227,-1.629892558,0.710565859,0.833519923
pyrG,0.792849736,-0.334880628,0.710989697,0.833823952
Z012_05585,1.734481949,0.794504827,0.711239698,0.833924017
prdA,0.950977683,-0.07251661,0.711644566,0.834205574
ydfF,0.90902069,-0.137614963,0.712016724,0.834448667
flgL,1.032680422,0.04639386,0.712687008,0.835040955
nqrF,-52.02958566,NA,0.712963211,0.83517134
atpB,0.476135407,-1.070556179,0.713633795,0.835763538
yebA,0.951295681,-0.072034267,0.71410176,0.836118223
ydiQ,1.022360202,0.031903581,0.714710155,0.83663713
pssA,0.716201532,-0.48156249,0.71494524,0.836718903
yvaK,1.05978032,0.083765242,0.715906713,0.837650553
Z012_07825,1.067865056,0.094729349,0.716276532,0.837725482
xylR,0.865652267,-0.208140485,0.716301607,0.837725482
comFC,0.976610391,-0.034144967,0.717093396,0.838457852
efeU,0.933074915,-0.099935177,0.717709226,0.838597029
kdpB,0.832002136,-0.265340862,0.717664398,0.838597029
rsuA,0.422352695,-1.243479837,0.717683396,0.838597029
glpK,0.907654158,-0.139785401,0.718001101,0.83861214
ybhA,1.03206181,0.045529376,0.718053364,0.83861214
VY92_06375,0.827145107,-0.27378765,0.718962495,0.838905021
gltB,-5.210123386,NA,0.719097375,0.838905021
pepN_1,0.740001462,-0.434399973,0.719132443,0.838905021
yedQ,0.967796783,-0.047223951,0.718912738,0.838905021
ykoD,0.839585379,-0.252251052,0.718818963,0.838905021
XK27_05700,1.04918943,0.069275179,0.719747254,0.839288953
ycsE,0.886093624,-0.174468954,0.719793034,0.839288953
aldB,0.798993824,-0.323743742,0.720047853,0.839392802
lolB,0.97293308,-0.039587517,0.721009322,0.840320185
metE,1.185848815,0.245920092,0.721656805,0.840881284
JD73_18735,0.888951665,-0.169823117,0.722342515,0.840906321
moxR,1.126136729,0.171382002,0.722339992,0.840906321
pon1,1.093623369,0.129115977,0.72193602,0.840906321
ybbO,0.919011196,-0.121845657,0.722035518,0.840906321
nhaC_1,0.963236503,-0.054038029,0.723079033,0.841376889
pleD,0.962289198,-0.055457561,0.722946919,0.841376889
ERD1,0.963044963,-0.054324939,0.724152893,0.842432863
ATG1,0.920608915,-0.119339681,0.724859661,0.843061397
ctaB,0.923368443,-0.115021667,0.725328819,0.843413351
modA,0.727602054,-0.458778479,0.726140886,0.844163785
gnuT,1.221236313,0.288342393,0.726752956,0.844681425
rpmA,1.168678697,0.224878346,0.727044363,0.844826218
hpt,0.788480036,-0.342853868,0.727682698,0.844931494
paaX,0.948438813,-0.076373391,0.727757193,0.844931494
pcrA,1.522123754,0.60608566,0.727585756,0.844931494
radA,1.320118796,0.400667762,0.727802365,0.844931494
creB,0.972323752,-0.040491331,0.728474032,0.845517419
sucB,1.124750894,0.169605514,0.728871045,0.845784366
cutF,1.028567142,0.040635972,0.729282004,0.845873584
fucP,0.668469305,-0.581066779,0.729255435,0.845873584
RVB2,0.968850243,-0.045654412,0.731955656,0.84840822
YTM1,0.939010753,-0.090786416,0.731641384,0.84840822
frpB,1.050517123,0.071099677,0.731969888,0.84840822
SCH9,0.91968071,-0.120795015,0.732361958,0.848566162
aroE,1.163565109,0.218551941,0.73244129,0.848566162
menF,0.782279475,-0.354243982,0.732728736,0.848705014
DUS1,0.913790675,-0.130064375,0.733039237,0.8488705
gmhB,0.789866903,-0.340318522,0.733537433,0.849069975
lysP,0.740426619,-0.433571332,0.733546829,0.849069975
adhE,0.92198626,-0.117182844,0.734107854,0.849404824
bioB,0.731413465,-0.451240909,0.734674789,0.849404824
ecfA2,1.197041439,0.259473096,0.73456199,0.849404824
phoR,1.115276262,0.157401121,0.734242404,0.849404824
ubiD,0.809509116,-0.304880767,0.734468545,0.849404824
Z012_01725,0.941008117,-0.087720927,0.736667114,0.850349275
cusC,1.06791116,0.094791633,0.736140484,0.850349275
fpg,0.749802472,-0.415417514,0.736589106,0.850349275
malR,0.714622406,-0.484746946,0.73665486,0.850349275
pta,1.111561353,0.152587581,0.73663211,0.850349275
treC,0.936145939,-0.09519464,0.73655556,0.850349275
yfhI,0.979722922,-0.029554301,0.736585499,0.850349275
pdxY,-0.459576396,NA,0.737004375,0.850544703
ilvE,0.748750601,-0.41744284,0.737382339,0.850787005
malT,0.670191172,-0.577355412,0.738377554,0.851741215
IFM1,0.901285012,-0.149944696,0.738727353,0.851950653
XK27_04815,1.028392043,0.040390353,0.739060186,0.852140433
tilS,0.47453658,-1.075408791,0.739374721,0.852309034
galM,8.929858693,3.158637346,0.739672934,0.852458747
dppA,1.782776992,0.834126247,0.740192519,0.852475532
narJ,1.029648432,0.042151821,0.739882289,0.852475532
ruvX,0.978979311,-0.030649724,0.740095906,0.852475532
lpqW,1.047437576,0.066864266,0.740983819,0.853192828
pykA,1.390106011,0.475194908,0.741420455,0.853385141
tagA,0.923296864,-0.115133509,0.74148788,0.853385141
agaB,0.960878981,-0.057573354,0.742613174,0.854080506
lacG,1.281508631,0.357843195,0.742766696,0.854080506
rpsN,1.021079209,0.030094786,0.7423429,0.854080506
sorM,0.975205033,-0.036222524,0.742715384,0.854080506
ahpC,1.274089308,0.349466407,0.743481887,0.854352636
choV,0.970262985,-0.04355226,0.744690469,0.854352636
csbB,0.724179834,-0.465580091,0.743229613,0.854352636
fbp,0.542895049,-0.881254768,0.74464172,0.854352636
folC,-2.222105978,NA,0.744239601,0.854352636
ispB,-11.43589387,NA,0.744085302,0.854352636
lpxD,0.575149245,-0.797991726,0.744071894,0.854352636
rplP,1.086602528,0.119824309,0.743937576,0.854352636
rscA,0.717866936,-0.478211644,0.744355014,0.854352636
ypbQ,1.396776244,0.482100927,0.743516177,0.854352636
MES1,1.039459893,0.055834093,0.74533208,0.854895051
ccdA,0.708882942,-0.496380679,0.74615083,0.855640354
ribE,1.158469177,0.212219659,0.74706355,0.856493054
XK27_08635,1.165769771,0.221282897,0.747548055,0.856764858
nudF,0.875509672,-0.191804979,0.747639002,0.856764858
aqpZ,1.147772468,0.198836673,0.748143667,0.857149215
amiF,0.962016254,-0.055866825,0.748967304,0.857898762
macA,1.064373731,0.09000481,0.749431446,0.858236283
prs_1,0.980445546,-0.028490589,0.750209996,0.858933624
brpA,1.227102246,0.295255464,0.750744895,0.859351752
DBP4,0.971382612,-0.041888433,0.751006868,0.859457351
Z012_04120,1.557652666,0.639373569,0.75145449,0.859775314
trmI,1.043761686,0.06179235,0.752305822,0.860554932
pepC,1.097103839,0.13370008,0.753021832,0.86117944
lrhA,1.020953483,0.029917135,0.753472774,0.861306124
ppdK,0.711332644,-0.491403722,0.753462876,0.861306124
coaBC,0.869988016,-0.200932566,0.754892177,0.862344684
ctpA2,0.926534807,-0.11008292,0.754751422,0.862344684
sbcB,0.980832345,-0.027921539,0.754754354,0.862344684
alr,1.310849309,0.390501848,0.75557758,0.862789106
potD,0.961962108,-0.055948029,0.755621976,0.862789106
yjcZ,0.907606263,-0.13986153,0.755793364,0.862790261
murB,0.867278606,-0.205432574,0.756136518,0.862886463
yaaA,0.87094658,-0.199343863,0.756218428,0.862886463
drrB,0.980247087,-0.028782645,0.75691465,0.863486323
ALG9,0.915070031,-0.128045937,0.757404189,0.863709689
cysJ,0.92197033,-0.117207772,0.757730769,0.863709689
elbB,0.949565278,-0.074660912,0.757792683,0.863709689
ssuA,0.940757278,-0.08810555,0.757668415,0.863709689
zipA,0.980947127,-0.027752717,0.758411225,0.864220172
Z012_09465,13.5367426,3.758808714,0.759677739,0.86527397
arcD,0.966985455,-0.048433905,0.759600981,0.86527397
ompH,1.84798411,0.885952352,0.759906555,0.865339959
ENP1,0.955692953,-0.065380914,0.760189407,0.86534467
qor1,0.931317524,-0.102654969,0.760252456,0.86534467
Z012_07295,1.057915821,0.081224836,0.760612436,0.86555986
ccmA,1.021219467,0.030292945,0.761024123,0.865644926
hrcA,1.494495867,0.579658907,0.761143586,0.865644926
secB,0.830233556,-0.268410851,0.761200011,0.865644926
acrB1,0.911075893,-0.134356859,0.761435835,0.865712039
lpxM,0.879285315,-0.185596721,0.761600935,0.865712039
purU,0.909744198,-0.136467151,0.761780421,0.865721735
atpF,0.792877736,-0.334829679,0.762054238,0.865838605
crtI,0.878023151,-0.187669116,0.762696703,0.866374182
moaC,0.824921246,-0.277671701,0.763140496,0.866683892
frdD,0.878396534,-0.187055733,0.763687294,0.86691604
tig,0.71972757,-0.474477171,0.763534455,0.86691604
clpP,1.086179613,0.11926269,0.764032013,0.867050708
ilvC,0.848963779,-0.236225092,0.764148363,0.867050708
bshC,0.936398371,-0.09480567,0.765305806,0.86773854
cobO,1.150714692,0.202530176,0.765773055,0.86773854
proB,1.167711786,0.223684234,0.765515832,0.86773854
sdhB,0.84400508,-0.244676412,0.765137162,0.86773854
tcsS2,0.95377534,-0.068278612,0.765782688,0.86773854
topB2,0.90393656,-0.14570657,0.765705514,0.86773854
cpaF,0.865422354,-0.208523708,0.766308665,0.867946115
yutK,0.972058631,-0.040884761,0.766235438,0.867946115
xthA,0.981354292,-0.027154017,0.766544624,0.868019225
XK27_06665,0.875600812,-0.191654803,0.767062614,0.868213802
glnP,1.193014801,0.254611942,0.767389935,0.868213802
yhgE,1.024963162,0.035572059,0.766934141,0.868213802
yitW,0.97370844,-0.038438248,0.767402247,0.868213802
dinB,0.669368041,-0.579128425,0.769447034,0.869250887
mdh,0.914946161,-0.128241244,0.769692136,0.869250887
moeA1,0.969642852,-0.044474637,0.769073678,0.869250887
mreC,18.37737541,4.199858835,0.769540317,0.869250887
narL,1.060727905,0.085054627,0.769314329,0.869250887
phnJ,0.890606305,-0.16714027,0.769002043,0.869250887
smg,0.979904213,-0.029287364,0.76935015,0.869250887
yybT,1.527490827,0.611163716,0.769406885,0.869250887
PRP24,0.850840317,-0.233039699,0.770015641,0.869422343
XK27_08080,1.020085551,0.02869015,0.770508682,0.86949864
narQ,0.609588255,-0.714092989,0.770598321,0.86949864
ylmD,0.932281587,-0.101162322,0.770421875,0.86949864
kdpD,0.836663566,-0.257280482,0.771287481,0.87008238
ytfM,1.92547392,0.945213582,0.771680788,0.870332185
cidC,0.954966954,-0.066477285,0.772639028,0.871218891
rpsA,0.947946,-0.077123216,0.772901913,0.871321301
kefF,0.933327162,-0.099545213,0.773226537,0.871493253
ycfB,1.501983229,0.586868704,0.774248338,0.87245073
Z012_06300,0.95064353,-0.07302363,0.775569419,0.873138673
dck,0.9670252,-0.048374609,0.775316168,0.873138673
purF,-1.479023929,NA,0.775328687,0.873138673
ugpE,0.891495149,-0.165701148,0.77572095,0.873138673
wecE,1.04417032,0.062357056,0.775626238,0.873138673
lytS,0.950645868,-0.073020082,0.776702236,0.874048916
hgdC,1.478888177,0.56451297,0.777507215,0.874760394
Z012_01880,1.024774684,0.035306742,0.778293684,0.875450736
fhuA,0.940441147,-0.088590433,0.77859534,0.875595559
RPL2,0.799193094,-0.323383979,0.778985055,0.87564491
entF,1.076263212,0.106030948,0.778910113,0.87564491
rcsD,1.06014157,0.084256934,0.779344222,0.875854225
yfjD,0.9449601,-0.081674681,0.77990389,0.876288728
metL,1.042560564,0.060131194,0.780735072,0.876661831
pstP,0.936631874,-0.09444596,0.78092842,0.876661831
valS,0.978416959,-0.031478684,0.78092261,0.876661831
yfeA,0.909751463,-0.136455629,0.780470398,0.876661831
uppP,3.802838116,1.927076526,0.781683372,0.877314848
matB,0.893556633,-0.162368926,0.782033289,0.87751309
cstA,0.648667432,-0.624449088,0.782850396,0.878040843
leuA,1.058808655,0.082441894,0.782788304,0.878040843
fucA,1.465013773,0.550914228,0.783732948,0.878794325
odhA,0.965522709,-0.050617904,0.784042804,0.878794325
yncC,0.831582595,-0.266068532,0.784042416,0.878794325
alcE,1.046658534,0.065790849,0.784829182,0.878947916
iucC,1.126055243,0.171277606,0.784874106,0.878947916
