name,FC,log2FC,pval,p_adjust
gldH,1.104360165,0.143210756,0.013349228,0.137120669
mglB,-15.70779499,NA,0.013335917,0.137120669
nasS,1.185603273,0.245621336,0.013300132,0.137120669
kpsD,1.111861899,0.152977607,0.013432315,0.137694826
maeB,-1.427281508,NA,0.013504213,0.138152191
pgcA,-0.298710059,NA,0.013627235,0.138589909
rpsU,2.163790603,1.113560892,0.013605683,0.138589909
yfiH,-0.209589808,NA,0.013629102,0.138589909
nodI,1.210323944,0.275393238,0.013658617,0.138611698
hypE,1.125934448,0.171122837,0.013812848,0.139428394
prpB,1.159983019,0.214103685,0.013816441,0.139428394
yagW,1.250878052,0.322941148,0.013821693,0.139428394
yhjK,1.179116696,0.237706507,0.013934776,0.140289677
azlC,1.095870846,0.132077779,0.013981324,0.140479019
Z012_06710,1.301703632,0.380401018,0.014045009,0.140561117
thiS,1.23083989,0.299643105,0.014030829,0.140561117
malL,1.187518501,0.24794999,0.014086216,0.140695464
hydN,1.16019113,0.214362495,0.014185613,0.141225069
ywbL,1.149076623,0.200475003,0.014195016,0.141225069
csaB,1.084528215,0.117067587,0.014388389,0.141726974
fixL,1.211919935,0.277294391,0.014353748,0.141726974
iciA,1.217740789,0.28420707,0.014355859,0.141726974
licD,1.348488614,0.43134334,0.014383599,0.141726974
ligD,1.276070367,0.351707886,0.014295927,0.141726974
metC,1.349278332,0.432187981,0.014436226,0.141726974
rspB,1.120948398,0.164719866,0.014441374,0.141726974
spoIID,1.168803822,0.225032801,0.014574482,0.142756625
menA,1.62984369,0.70473361,0.014612209,0.142849855
Z012_06620,1.10485674,0.143859317,0.014780409,0.143662169
nupX,1.107752885,0.147636084,0.014765473,0.143662169
pck,1.12014022,0.163679341,0.014740505,0.143662169
gltX1,1.139168889,0.187981652,0.014882545,0.14437779
mqo,1.74831527,0.805965367,0.015003818,0.144998729
oxyR,1.4979,0.582941312,0.014990697,0.144998729
tauD,1.225158114,0.29296795,0.015090991,0.14556339
groES,1.061537912,0.086155897,0.015120249,0.145568327
isdH,1.239309121,0.309536085,0.015187705,0.1459403
ppaC,1.768837657,0.822801644,0.015250802,0.146269051
ade,1.16796397,0.22399577,0.015323591,0.146689352
acsA,-3.21812179,NA,0.015508423,0.14762153
rnr,0.460152344,-1.119816517,0.015479661,0.14762153
yegD,1.212798027,0.278339311,0.015463684,0.14762153
M1-688,1.119068204,0.162297968,0.01576074,0.14910973
gmk,1.189500631,0.250356038,0.015782546,0.14910973
nirC,1.212612846,0.278119011,0.01576621,0.14910973
shlA,-0.242966373,NA,0.015739542,0.14910973
crp,1.178959565,0.237514239,0.015836489,0.149340749
dgoD,1.232378255,0.301445132,0.015867489,0.14935495
artJ,1.481531032,0.567088845,0.015960776,0.149429977
fdhD,1.183307367,0.242824866,0.015986585,0.149429977
yaeT,-38.6424136,NA,0.015993493,0.149429977
yehI,1.081712612,0.113317257,0.01591995,0.149429977
Z012_04555,-0.867595041,NA,0.016179896,0.150459757
mesH,1.105884282,0.145200433,0.016138332,0.150459757
rmlB,1.254755738,0.327406544,0.016192845,0.150459757
pucG,1.142211126,0.191829342,0.016309175,0.150986583
ric,1.102734168,0.141085047,0.016304307,0.150986583
fre,1.149066997,0.200462917,0.016343175,0.15102525
CI,1.226842848,0.294950459,0.016894508,0.153873724
citW,1.143723496,0.193738312,0.016892741,0.153873724
rodA,1.747910875,0.805631624,0.016687566,0.153873724
rplO,1.433411566,0.5194529,0.016842384,0.153873724
rraA,1.150548161,0.202321375,0.016847837,0.153873724
torS,1.142519158,0.192218357,0.016859168,0.153873724
yicH,1.192403439,0.253872441,0.016871276,0.153873724
yieF,1.134556947,0.182129024,0.016876648,0.153873724
intB,1.141369002,0.190765287,0.016935124,0.153966727
egtB,1.177962923,0.23629413,0.017211234,0.15600363
fes,1.191061953,0.252248457,0.01722078,0.15600363
pcbD,1.125409508,0.170450057,0.017300734,0.156448063
VY92_09600,1.099598949,0.136977433,0.017370973,0.15652421
petA,1.135830344,0.18374736,0.017347976,0.15652421
adcA,1.718620205,0.781250761,0.01771476,0.156809116
asrB,1.037467051,0.053065519,0.017692515,0.156809116
creA,1.085451816,0.118295685,0.017528176,0.156809116
neuB,1.20770076,0.272263032,0.017690358,0.156809116
nosD,1.187842616,0.248343698,0.017520813,0.156809116
orn,-0.042633393,NA,0.017579058,0.156809116
pcaF,1.203183343,0.2668565,0.017774177,0.156809116
ribBA,-16.70723316,NA,0.017550684,0.156809116
sanA,3.234998664,1.693765117,0.017534792,0.156809116
yfiO,1.257020057,0.33000767,0.017601624,0.156809116
yghA,1.187834168,0.248333438,0.017769926,0.156809116
yrbG,1.093515964,0.128974283,0.01771249,0.156809116
melA,1.230076686,0.298748259,0.017907106,0.157520055
recU,1.337914,0.419985384,0.017916973,0.157520055
trkG,1.155220683,0.208168478,0.017979343,0.15779444
hutI,1.10445059,0.143328878,0.018104149,0.158067949
tyrS,-0.250399956,NA,0.018043021,0.158067949
ubiH,1.192528142,0.254023313,0.018094997,0.158067949
dpp7,1.237920314,0.30791845,0.018229653,0.158616772
xanP,1.229584288,0.298170635,0.018220166,0.158616772
alkA,1.151935505,0.204059945,0.01834051,0.15930762
ACT1,1.127561924,0.173206666,0.018483858,0.160277835
tdcE,1.224372584,0.292042645,0.018549368,0.160296929
thiT,1.067509771,0.094249275,0.018545463,0.160296929
glpD1,1.139613001,0.188543986,0.018700541,0.160780201
nuoI,0.160454914,-2.63976012,0.018679989,0.160780201
phoX,1.115951175,0.158273908,0.018661327,0.160780201
sapA,1.097706336,0.134492148,0.018814864,0.161488937
XK27_04785,2.061120134,1.043428596,0.018977684,0.162610818
ctsR,1.043457116,0.061371309,0.019059834,0.163038854
srkA,1.223163471,0.290617227,0.01917658,0.163760878
hupA,1.06494432,0.090778002,0.019383111,0.165245918
queC,1.252325462,0.324609548,0.019420572,0.165263619
rocD,1.138003354,0.18650481,0.019483093,0.165263619
rpmE2,1.178214127,0.236601756,0.019476686,0.165263619
rnmV,1.124693424,0.169531796,0.019529751,0.165382377
trxA,0.268071877,-1.899308217,0.0195751,0.165489663
hutH1,1.161856147,0.216431455,0.019701753,0.166264818
manP,1.24362747,0.31455439,0.019798121,0.166264818
recN,-0.949639488,NA,0.019782686,0.166264818
yncB,1.221624767,0.288801216,0.019743551,0.166264818
pap,1.065921374,0.092101025,0.019890641,0.166765241
Z012_08870,1.094386892,0.130122856,0.019957428,0.166925834
yegQ,-0.284168968,NA,0.019975722,0.166925834
benK,1.180034221,0.238828699,0.020018428,0.167007119
pgpB,1.123094856,0.167479782,0.020098441,0.167398853
sseA,1.147657171,0.198691744,0.020159879,0.167634858
dak,1.106214345,0.145630955,0.020275519,0.16832005
rbsK,1.132779248,0.179866741,0.020314882,0.168370805
cheA,1.230552386,0.299306076,0.020354562,0.168424023
acoK,1.137817189,0.186268781,0.020434124,0.168738905
piuA,1.149197414,0.200626651,0.020459259,0.168738905
dnaK,0.642696727,-0.637789969,0.02053158,0.168785583
eutE,1.213964186,0.27972586,0.020505943,0.168785583
rfbG,1.184228705,0.243947729,0.020662957,0.1695903
arrQ,1.185590563,0.245605869,0.020815345,0.17013648
mce,1.162178495,0.216831665,0.020830296,0.17013648
recF,-1.639962862,NA,0.02079208,0.17013648
speE,1.06123518,0.085744407,0.020963152,0.170945896
rpsI,-0.226506496,NA,0.021039595,0.171293426
sdaA,-0.260198296,NA,0.021079847,0.171345659
trxB1,4.018593899,2.006690792,0.021122448,0.171416793
trpB,-6.087312619,NA,0.021168979,0.171519539
bamB,66.93197805,6.064623746,0.021267296,0.172040878
Z012_03565,1.072246128,0.100636106,0.021507775,0.173156399
nuoK,1.113799668,0.155489767,0.021472296,0.173156399
yfiR,1.246824161,0.318258016,0.021488024,0.173156399
rcsC,1.098039868,0.134930438,0.021615752,0.173749475
yfkJ,1.065122981,0.091020017,0.021916409,0.17565796
yhdE,1.153902729,0.206521613,0.021922557,0.17565796
ruvC,0.041762696,-4.581641338,0.021961555,0.175692442
nosF,1.058996743,0.082698152,0.022280511,0.177962944
argF,1.773338517,0.826467962,0.022461183,0.179123516
xylE,1.141399882,0.190804319,0.022603501,0.179975046
dksA,1.148032554,0.199163552,0.022686592,0.180347091
yrkE,1.171406292,0.228241549,0.022721454,0.180347091
XK27_03960,1.086312566,0.119439271,0.022817284,0.1808243
lrp,1.123144216,0.167543187,0.022972356,0.181768766
aceF,0.241607099,-2.049265249,0.023073631,0.182285288
pccB,1.177292245,0.235472492,0.023125499,0.182410476
aceK,1.612851769,0.689613852,0.023509256,0.185149099
entA,1.138700159,0.187387909,0.02358876,0.185199194
motB,1.132444904,0.179440861,0.023568169,0.185199194
rbsA_4,1.199606646,0.262561421,0.023655939,0.185439124
virD4,1.295768769,0.373808291,0.02377666,0.18609738
eccB,1.065222079,0.091154237,0.023858935,0.186453159
ybbL,1.122945165,0.16728748,0.024105498,0.188089741
atpB_1,1.154253034,0.206959525,0.024161267,0.188234855
oplaH,1.161447584,0.215924047,0.024545433,0.190934061
IV02_08475,1.09620624,0.132519252,0.02482377,0.191919957
cptA,1.10424805,0.143064284,0.024809329,0.191919957
dapB,-0.034137582,NA,0.024770392,0.191919957
pbuX,1.067008735,0.093571986,0.024750329,0.191919957
ACS1,1.068622587,0.095752416,0.024933351,0.192386876
nlaXM,1.115403964,0.157566303,0.024960146,0.192386876
msbA_1,1.148214866,0.19939264,0.025130716,0.193407214
pckA,0.309410964,-1.692403777,0.025405148,0.195189044
pfp,0.231309869,-2.112101273,0.025477875,0.195189044
ynaI,1.213416417,0.279074735,0.025440484,0.195189044
aspS,0.46968456,-1.090235928,0.025558083,0.195507756
embC,1.110177756,0.150790692,0.025787705,0.196860168
virA,1.093414237,0.128840065,0.025812629,0.196860168
fhuB,1.126638731,0.172024973,0.025887965,0.19713783
fadE,1.193893095,0.255673659,0.026061366,0.198160296
sfsA,1.126895789,0.172354106,0.026122184,0.198324944
prcA,1.14530309,0.19572944,0.026172922,0.198412689
bgaA,-3.256747108,NA,0.026336335,0.198684289
coaX,1.264231445,0.338260604,0.026475835,0.198684289
lgtF,1.129608133,0.175822381,0.026430681,0.198684289
pyc,2.215674573,1.147746001,0.026327628,0.198684289
rafY,1.126786231,0.172213839,0.026381455,0.198684289
str,1.136491896,0.184587397,0.026483392,0.198684289
yliI,1.199060783,0.261904794,0.02626447,0.198684289
ARP5,1.109897051,0.150425864,0.026652311,0.199655772
ctaD,1.27647622,0.352166661,0.026808958,0.200532586
vicX,1.604352952,0.681991565,0.026861415,0.200628624
RPS13,1.160278936,0.214471677,0.027148556,0.201880011
batE,1.072367911,0.100799955,0.027120164,0.201880011
yybR_1,1.152954013,0.205334971,0.027124763,0.201880011
XK27_10040,1.091799585,0.126708054,0.027208129,0.202026341
WAXY,1.10570324,0.144964232,0.02731812,0.20254606
yebE,1.119844014,0.163297789,0.027455924,0.203270176
XCC2107,1.115782966,0.158056432,0.027590984,0.20349298
ddc,1.147912828,0.199013089,0.027675457,0.20349298
pspC,1.072882926,0.101492657,0.027638531,0.20349298
trbI,1.184231433,0.243951052,0.02759787,0.20349298
yhjJ,1.361785225,0.445499185,0.02768694,0.20349298
fcl,1.058528131,0.08205961,0.027776634,0.203703865
fdxA,1.259821776,0.333219653,0.027812464,0.203703865
mpr,1.265187151,0.33935081,0.02783631,0.203703865
pcnA,1.153151669,0.205582277,0.02789837,0.203863413
paaB,1.081587364,0.113150202,0.028195472,0.205737568
envC_2,1.064663426,0.090397421,0.028267857,0.205968963
rprY,1.074358622,0.103475646,0.028345198,0.206235753
minC,1.09682555,0.133334084,0.028727178,0.208715104
cmoB,1.211542636,0.276845176,0.0289409,0.208856443
gno1,1.101683708,0.139710088,0.028975524,0.208856443
iscR,0.267203653,-1.903988363,0.028857283,0.208856443
merD,1.163340232,0.218273091,0.028994091,0.208856443
spoVR2,1.119505944,0.162862188,0.028983801,0.208856443
yajO,1.193235172,0.254878409,0.028902799,0.208856443
yeaC,1.177012079,0.235129126,0.029066073,0.209077549
cmr,1.158060378,0.211710473,0.029239522,0.209136922
hly-III,1.453720117,0.539749536,0.029161326,0.209136922
pgdA_1,1.097831693,0.134656894,0.029118439,0.209136922
ydhP,1.118257557,0.161252508,0.029222828,0.209136922
copF,1.144661316,0.194920795,0.029318325,0.20940479
nosZ,1.276845103,0.352583519,0.029386759,0.209597952
cheZ,1.150530031,0.202298641,0.029486989,0.209824958
rtcB,1.178737121,0.237242008,0.029501455,0.209824958
XK27_10405,1.109952559,0.150498015,0.029653219,0.210476576
ybaB,1.114323462,0.156168073,0.0296762,0.210476576
acrE,1.174760828,0.232367065,0.029737537,0.210616625
galS,1.143250081,0.193141022,0.029799543,0.210761011
yheI,1.137596416,0.185988825,0.029860894,0.210900373
pgpA,6.850291096,2.776165295,0.029967532,0.211358751
hmuU,1.386365481,0.471307639,0.030099768,0.211996138
phoA2,1.143379142,0.193303877,0.03019723,0.212387185
ykhA,1.097087364,0.133678416,0.030428603,0.213421668
ynjC,1.083508889,0.115710989,0.030410007,0.213421668
ykuT,1.102792254,0.141161039,0.03047195,0.213430089
araJ,1.151940798,0.204066573,0.030576146,0.213569105
prtA,0.416546531,-1.263450432,0.030575701,0.213569105
fruA,5.1641088,2.368519396,0.030930306,0.215448513
nuoA,0.078189404,-3.67688307,0.03093002,0.215448513
aecD,1.190442602,0.251498062,0.030975482,0.215466815
norV,1.116934637,0.159544762,0.031173888,0.216549476
dmpA,1.161652527,0.216178595,0.031280785,0.216569223
mtsC,1.112218166,0.153439806,0.03130503,0.216569223
tou1,1.115333245,0.15747483,0.031221236,0.216569223
dsdX,1.105938907,0.145271693,0.031450601,0.216756501
fliG,1.173380441,0.230670849,0.031486522,0.216756501
mecA,1.080499164,0.111697956,0.031478746,0.216756501
trbF,1.054269452,0.076243641,0.031503315,0.216756501
leuS,0.708584859,-0.496987457,0.031804896,0.218238475
mdtQ,1.171057875,0.227812378,0.031767563,0.218238475
Z012_03805,1.069366541,0.096756443,0.032023654,0.218260815
czcD,1.129281334,0.175404944,0.032020191,0.218260815
exoA,1.113096229,0.154578321,0.031880852,0.218260815
pgaA,1.128918533,0.17494138,0.031897049,0.218260815
spoU,1.095501491,0.131591448,0.031995095,0.218260815
dcrB,1.13483556,0.182483263,0.032110245,0.218556827
gloB,-1.368790989,NA,0.03224827,0.218907827
mhpA_1,1.13409219,0.181537921,0.032205903,0.218907827
exbD2,1.120143314,0.163683326,0.032326198,0.218925913
mro,1.032321931,0.045892948,0.032355336,0.218925913
ntaB,1.141501761,0.190933085,0.03238063,0.218925913
cobN,-4.575394034,NA,0.032550568,0.218987967
ntrB,1.10206618,0.140210862,0.032563887,0.218987967
rbn,1.125284494,0.170289789,0.032492508,0.218987967
rny,1.432293138,0.51832679,0.032606028,0.218987967
tadA,-0.704020009,NA,0.032532087,0.218987967
atsD,1.119664943,0.163067074,0.032739532,0.219324603
pgmB,1.07696263,0.106968191,0.032786083,0.219324603
zapD,1.141247855,0.190612148,0.032766548,0.219324603
novA1,1.274275388,0.349677097,0.032878278,0.219651189
eamA_2,1.151575018,0.203608396,0.032961172,0.219914857
repW,1.161714743,0.216255861,0.033028168,0.220071899
add,1.163972932,0.219057509,0.033381234,0.220334428
divIVA,1.141458317,0.190878178,0.033349781,0.220334428
dppF,1.211068151,0.276280053,0.033367391,0.220334428
kefG,1.14346515,0.193412397,0.033190651,0.220334428
leuD2,1.17158541,0.228462133,0.033331749,0.220334428
mgsA,1.092671668,0.127859957,0.033116661,0.220334428
rluD,0.221966488,-2.171586215,0.033415648,0.220334428
selD,1.094173751,0.129841851,0.033297044,0.220334428
ktrB,1.097344652,0.134016716,0.033508242,0.220657657
bchD,1.045951453,0.064815891,0.033831694,0.222498306
rfaB,1.138437644,0.187055273,0.033941456,0.222930652
ycaD,1.190676548,0.251781552,0.034031277,0.223231071
plsC,1.108762839,0.14895081,0.034128005,0.2232871
yesO,1.156895375,0.210258399,0.034119021,0.2232871
cobW,1.069804067,0.097346594,0.034275547,0.223963056
rplE,1.128306619,0.174159175,0.03435791,0.224211931
alaS,0.532116264,-0.910186596,0.034733681,0.226372406
XK27_09990,1.091477454,0.126282329,0.035214,0.228913599
hypB,1.116502379,0.158986326,0.035206306,0.228913599
pilV,-0.135568904,NA,0.035569896,0.230930707
bbsI,1.142720859,0.192473029,0.035738719,0.231729674
pilD,0.141594946,-2.820158325,0.035846241,0.232129622
melB,1.136064924,0.184045284,0.036059665,0.233213468
ecsB,1.093249308,0.128622435,0.036493821,0.233339281
fadI,1.084100315,0.116498259,0.036312301,0.233339281
flaG,1.045772447,0.064568965,0.036139172,0.233339281
mcsB,1.108152366,0.14815626,0.036330454,0.233339281
rlmN,13.8308527,3.789818199,0.036311098,0.233339281
rot,1.14470367,0.194974176,0.036195066,0.233339281
rpsB,-0.954894911,NA,0.036471616,0.233339281
ttdB,1.116197372,0.158592155,0.036448419,0.233339281
yfeD,1.049449984,0.06963341,0.036424957,0.233339281
trmJ,1.133710479,0.18105226,0.036610651,0.23379109
glgC,2.134809203,1.094107136,0.036697859,0.234052844
rmlA,1.170979571,0.227715907,0.036794492,0.234373972
ylmA,1.234772607,0.304245383,0.037083255,0.235916585
fiu,1.085359097,0.118172446,0.037603083,0.238923477
ttcA,0.027917095,-5.162707366,0.03777173,0.239694287
gcvA_2,1.184840727,0.244693137,0.037823039,0.239719489
Z012_11695,1.078810566,0.109441557,0.037891566,0.239853613
menG,1.710265765,0.774220529,0.038070237,0.240683745
pknA,1.09899186,0.136180701,0.038558861,0.243468918
pbpC,1.169615284,0.226034069,0.038683608,0.243952418
ligC,1.077861359,0.108171622,0.038958245,0.245378798
yjcD,1.068407813,0.095462432,0.039247013,0.246890529
NdufS2,1.044451817,0.062745939,0.039411182,0.247002753
ctpC,0.423886245,-1.238250944,0.039406228,0.247002753
iolC,1.120393644,0.164005704,0.03940679,0.247002753
kdpC,1.114567423,0.156483891,0.039493825,0.247214747
galK,1.582643432,0.662336254,0.039568212,0.247374597
sodA,2.041622569,1.029716183,0.039764952,0.248109308
yqcE,1.123209079,0.167626503,0.03978372,0.248109308
tniA,1.449700811,0.535755188,0.040116634,0.249877781
gidA,0.544644398,-0.876613502,0.040290053,0.250649668
ribB,1.203055943,0.26670373,0.040426013,0.25118691
lldR,1.116890799,0.159488138,0.040502144,0.251351543
bglH,1.108568557,0.148697994,0.0406211,0.251781209
lplA,1.128865539,0.174873655,0.040977384,0.253060332
tgt,1.330747336,0.412236678,0.040947861,0.253060332
vanA,1.155136397,0.208063214,0.040962549,0.253060332
aroB,-1.063484834,NA,0.04103969,0.253136406
anmK,-21.99705089,NA,0.041094919,0.253168699
ldcA,1.16201936,0.216634105,0.041213953,0.253593508
pbp1B,3.155603464,1.657915926,0.041522726,0.255183354
yhhS,1.084301902,0.116766502,0.041594487,0.255314524
tagE,1.071460565,0.099578753,0.041650131,0.255346564
yaiW,1.192806159,0.254359612,0.041776296,0.255810352
sufC,1.204784042,0.268774566,0.041866925,0.256055688
dinD,1.074714167,0.103953009,0.042043171,0.256823425
crtF,1.121961241,0.166022838,0.042217152,0.257575493
pilQ,0.345478166,-1.533333561,0.042307032,0.257813251
XK27_05225,1.791116472,0.840859155,0.042501219,0.258064956
bcd2,1.091031194,0.125692351,0.042475218,0.258064956
nrd,1.109609862,0.150052515,0.042417664,0.258064956
Z012_08345,1.251090889,0.323186602,0.042602267,0.258368716
agaC,1.093096344,0.128420563,0.043083083,0.260660371
benC,1.075524828,0.105040829,0.043062699,0.260660371
fhaB,3.592258943,1.844891348,0.043648132,0.263763893
cblA1,1.063341652,0.08860521,0.043813845,0.264433975
narG,2.908648439,1.540348932,0.043883256,0.264433975
rplT,1.091541093,0.126366445,0.043915674,0.264433975
pbp2A,1.285883711,0.362760178,0.043991366,0.264575151
PEX14,1.087752778,0.121350701,0.044244601,0.265782512
mnmC,2.669547063,1.416594983,0.044492802,0.26695681
citD,1.099918855,0.137397095,0.044630352,0.267149056
ydaU,1.085662466,0.118575637,0.044616571,0.267149056
jag,1.982840856,0.98756889,0.044753043,0.267567188
ydhD,-1.993867949,NA,0.044813459,0.267612451
tcyA/tcyB,1.040073961,0.056686123,0.044878981,0.267688056
dld,1.619102256,0.695194103,0.045108289,0.268739266
metB_1,1.148798461,0.200125722,0.045208416,0.269019293
Z012_04495,1.060477741,0.084714339,0.045445395,0.269768554
